Gene	adj.P.Val
ENSMUSG00000028789.16	0.000671140425625618
ENSMUSG00000031432.3	0.000671478539771651
ENSMUSG00000103703.2	0.000678203796767918
ENSMUSG00000042357.2	0.000679372575900939
ENSMUSG00000021962.8	0.000679372575900939
ENSMUSG00000028600.15	0.000683957840447341
ENSMUSG00000087038.9	0.000695636691193518
ENSMUSG00000040272.14	0.000697820260324586
ENSMUSG00000072812.4	0.000697820260324586
ENSMUSG00000024767.11	0.000697820260324586
ENSMUSG00000070348.5	0.000697820260324586
ENSMUSG00000051786.14	0.000699864141687387
ENSMUSG00000079427.10	0.000706719571582192
ENSMUSG00000019837.7	0.000706944588550021
ENSMUSG00000024817.13	0.000714684380976944
ENSMUSG00000039716.12	0.000717455620623587
ENSMUSG00000011305.11	0.000720657075438048
ENSMUSG00000029676.15	0.000722374608882897
ENSMUSG00000062202.13	0.000726142398917148
ENSMUSG00000028328.13	0.000726603444691578
ENSMUSG00000045903.8	0.000729529297324546
ENSMUSG00000047907.11	0.000730913451358045
ENSMUSG00000033735.9	0.000734414675179509
ENSMUSG00000105006.1	0.000734414675179509
ENSMUSG00000000811.13	0.000734493498671848
ENSMUSG00000070407.5	0.000748020010017392
ENSMUSG00000005897.14	0.000759708259758438
ENSMUSG00000045503.16	0.000761040423653495
ENSMUSG00000012705.16	0.000761040423653495
ENSMUSG00000052957.7	0.000761040423653495
ENSMUSG00000044177.4	0.000761669251207478
ENSMUSG00000063108.14	0.000780499054773264
ENSMUSG00000003363.15	0.000783749992945263
ENSMUSG00000038370.6	0.0007844735323514
ENSMUSG00000038069.5	0.000789108580272997
ENSMUSG00000053644.13	0.000789365179740986
ENSMUSG00000049288.4	0.000792510301033223
ENSMUSG00000020520.14	0.000793700278220256
ENSMUSG00000026701.15	0.000798449918342661
ENSMUSG00000042688.16	0.000806641496984747
ENSMUSG00000096977.1	0.0008089607762479
ENSMUSG00000050623.4	0.000815643763267438
ENSMUSG00000028613.14	0.00082739449691894
ENSMUSG00000026578.6	0.00084676475302314
ENSMUSG00000071456.6	0.00084676475302314
ENSMUSG00000031750.15	0.000852114175759437
ENSMUSG00000011171.11	0.000852114175759437
ENSMUSG00000089911.4	0.000860065107297302
ENSMUSG00000046794.9	0.000860065107297302
ENSMUSG00000035572.16	0.000860065107297302
ENSMUSG00000097967.1	0.000860065107297302
ENSMUSG00000006538.10	0.000864321179380094
ENSMUSG00000097444.1	0.00086900875118781
ENSMUSG00000035435.15	0.000878037781500793
ENSMUSG00000035678.7	0.000882073623812953
ENSMUSG00000026981.15	0.000888171424093997
ENSMUSG00000031012.17	0.000888171424093997
ENSMUSG00000030093.7	0.000900301136271985
ENSMUSG00000041120.6	0.000905262487444871
ENSMUSG00000089665.2	0.000905262487444871
ENSMUSG00000050821.13	0.000905262487444871
ENSMUSG00000105556.1	0.000918484227013403
ENSMUSG00000030114.8	0.000918484227013403
ENSMUSG00000025903.14	0.000923164402134575
ENSMUSG00000020817.16	0.000924833749062565
ENSMUSG00000020627.9	0.000924893684948569
ENSMUSG00000059439.15	0.000927418256828045
ENSMUSG00000043531.16	0.000930317375595595
ENSMUSG00000020798.14	0.000930317375595595
ENSMUSG00000050558.13	0.000936719968104674
ENSMUSG00000107756.1	0.000938259112348662
ENSMUSG00000105388.1	0.000942988381086431
ENSMUSG00000051319.6	0.000942988381086431
ENSMUSG00000027479.14	0.00094741663651032
ENSMUSG00000009772.15	0.00094741663651032
ENSMUSG00000024271.7	0.000949467489766495
ENSMUSG00000091512.5	0.000952695906253736
ENSMUSG00000097668.2	0.000952695906253736
ENSMUSG00000034810.7	0.00095286603135776
ENSMUSG00000037816.10	0.000957161606544105
ENSMUSG00000060143.6	0.000971629245821311
ENSMUSG00000064267.13	0.000976012434633636
ENSMUSG00000028692.14	0.000976012434633636
ENSMUSG00000085433.2	0.000976406682815817
ENSMUSG00000080316.10	0.000982129988299179
ENSMUSG00000031299.10	0.000982129988299179
ENSMUSG00000084093.1	0.000998929450515829
ENSMUSG00000020956.14	0.00100105099188411
ENSMUSG00000038132.5	0.00100262444600773
ENSMUSG00000105226.1	0.00100644165057965
ENSMUSG00000107951.1	0.00102063935281664
ENSMUSG00000004460.16	0.00102455601305383
ENSMUSG00000068551.12	0.00102455601305383
ENSMUSG00000039633.6	0.00102455601305383
ENSMUSG00000040430.18	0.00102455601305383
ENSMUSG00000050671.12	0.0010276987810714
ENSMUSG00000020056.16	0.00104917928471511
ENSMUSG00000027219.13	0.00104977265211132
ENSMUSG00000097869.1	0.00105482110598883
ENSMUSG00000028187.10	0.00105521202510942
ENSMUSG00000030505.17	0.00105643435180831
ENSMUSG00000044352.6	0.00105643435180831
ENSMUSG00000067860.11	0.00106394651886618
ENSMUSG00000031107.6	0.00106978443534119
ENSMUSG00000021022.8	0.00107080051888277
ENSMUSG00000006711.15	0.00107301523002928
ENSMUSG00000022280.8	0.00108169740475415
ENSMUSG00000104344.1	0.00108178708181726
ENSMUSG00000041650.15	0.00108190809021731
ENSMUSG00000024158.17	0.0010823039701323
ENSMUSG00000083757.1	0.00108532543139141
ENSMUSG00000064057.12	0.0010910676403826
ENSMUSG00000039191.12	0.00110713021760725
ENSMUSG00000081004.1	0.00110786038573254
ENSMUSG00000063796.8	0.00114395254487715
ENSMUSG00000030361.16	0.00115211729808131
ENSMUSG00000108601.1	0.00116234998061002
ENSMUSG00000082896.1	0.00117247462219931
ENSMUSG00000021468.7	0.00119583834176185
ENSMUSG00000070780.11	0.00121462571584805
ENSMUSG00000038722.17	0.00121892739243186
ENSMUSG00000086938.8	0.0012413821143468
ENSMUSG00000027204.13	0.00124701757250437
ENSMUSG00000027746.13	0.00124701757250437
ENSMUSG00000049739.10	0.00125533833933003
ENSMUSG00000026840.14	0.00125669906898651
ENSMUSG00000053310.11	0.00125961364081796
ENSMUSG00000059089.4	0.00131074744751119
ENSMUSG00000086784.2	0.0013153882278804
ENSMUSG00000046413.13	0.001335150783219
ENSMUSG00000025050.7	0.001337154881879
ENSMUSG00000029387.10	0.00134321486637448
ENSMUSG00000049804.9	0.00135456535775342
ENSMUSG00000060419.8	0.00135590262993464
ENSMUSG00000085527.1	0.00136921442480631
ENSMUSG00000018570.17	0.00137104132079106
ENSMUSG00000020657.15	0.00137290467958854
ENSMUSG00000040250.14	0.00137311086903515
ENSMUSG00000030232.17	0.00137657464224763
ENSMUSG00000030322.12	0.0014205794612874
ENSMUSG00000036106.15	0.0014205794612874
ENSMUSG00000027223.15	0.00143192759467035
ENSMUSG00000024276.6	0.00143192759467035
ENSMUSG00000068037.10	0.00144951986361087
ENSMUSG00000042997.13	0.00145845606129149
ENSMUSG00000057193.7	0.00145845606129149
ENSMUSG00000059003.12	0.0014612229628226
ENSMUSG00000027950.7	0.0014718812742584
ENSMUSG00000109321.1	0.00147311441690434
ENSMUSG00000042682.8	0.00147557014011016
ENSMUSG00000021223.13	0.00148358934924765
ENSMUSG00000024963.11	0.00148999266060606
ENSMUSG00000026484.13	0.0015043003589219
ENSMUSG00000042918.17	0.00153844560011488
ENSMUSG00000004415.15	0.00156079832815448
ENSMUSG00000037965.14	0.00156079832815448
ENSMUSG00000102324.1	0.00158880691825721
ENSMUSG00000029840.8	0.00160095372956212
ENSMUSG00000029504.5	0.00160405535057374
ENSMUSG00000107227.1	0.00161217434041873
ENSMUSG00000030109.15	0.00161217434041873
ENSMUSG00000067847.13	0.00162222335991982
ENSMUSG00000028797.20	0.00164276298505576
ENSMUSG00000007987.12	0.00164276298505576
ENSMUSG00000086825.1	0.00166507245009331
ENSMUSG00000085720.8	0.00167116509153946
ENSMUSG00000033033.10	0.00169170610204311
ENSMUSG00000041236.7	0.00169170610204311
ENSMUSG00000070822.5	0.0016927463596493
ENSMUSG00000087369.1	0.00170721503252826
ENSMUSG00000041915.8	0.0017096455036053
ENSMUSG00000050714.9	0.00171219564226213
ENSMUSG00000025745.11	0.00171305458317682
ENSMUSG00000040701.15	0.00173612605838392
ENSMUSG00000032942.14	0.00174649721910213
ENSMUSG00000074607.11	0.00174670195054252
ENSMUSG00000026753.5	0.0017548276684747
ENSMUSG00000014426.8	0.00176901229763574
ENSMUSG00000001039.12	0.00177185885075092
ENSMUSG00000015755.16	0.00178557484652229
ENSMUSG00000030116.14	0.0017913128820032
ENSMUSG00000053226.6	0.00180582431117779
ENSMUSG00000032431.6	0.0018069080864483
ENSMUSG00000009013.5	0.00181946975749201
ENSMUSG00000046470.5	0.0018241829305668
ENSMUSG00000109398.2	0.0018241829305668
ENSMUSG00000070369.13	0.00184758884468501
ENSMUSG00000074003.4	0.00185938290686657
ENSMUSG00000087461.2	0.0018665606887939
ENSMUSG00000092528.9	0.00189395005184911
ENSMUSG00000038127.14	0.00190357906178006
ENSMUSG00000040112.9	0.001906981072877
ENSMUSG00000107491.1	0.00190812470784372
ENSMUSG00000097640.7	0.00191547126060338
ENSMUSG00000022762.17	0.00191623829524571
ENSMUSG00000045441.5	0.00192209023456814
ENSMUSG00000020441.6	0.00192209023456814
ENSMUSG00000050530.14	0.00192313593191937
ENSMUSG00000038930.11	0.00192618573928483
ENSMUSG00000097150.1	0.00192814539951338
ENSMUSG00000004947.15	0.00195134483455813
ENSMUSG00000019710.13	0.001953444677127
ENSMUSG00000028988.13	0.00197312373936115
ENSMUSG00000085843.1	0.00197998061156934
ENSMUSG00000083355.1	0.00199405485319984
ENSMUSG00000081187.1	0.00199405485319984
ENSMUSG00000038525.16	0.00199670667185854
ENSMUSG00000030779.15	0.00199827918433701
ENSMUSG00000083307.1	0.00201129513185068
ENSMUSG00000107531.1	0.00202407826188021
ENSMUSG00000085067.2	0.00202761696999678
ENSMUSG00000037355.14	0.00207969000248856
ENSMUSG00000051498.6	0.00208656562255819
ENSMUSG00000028716.15	0.00208656562255819
ENSMUSG00000043683.3	0.00210137419554141
ENSMUSG00000032826.16	0.00210137419554141
ENSMUSG00000110185.1	0.00210486328443558
ENSMUSG00000043719.14	0.00210711535269615
ENSMUSG00000098659.7	0.00214436122372779
ENSMUSG00000019843.14	0.00216333902916214
ENSMUSG00000107892.1	0.00216333902916214
ENSMUSG00000032368.14	0.00216333902916214
ENSMUSG00000110156.1	0.00216696525760497
ENSMUSG00000029029.14	0.00216723388956654
ENSMUSG00000028348.7	0.00217427022210856
ENSMUSG00000081792.4	0.00218756468010953
ENSMUSG00000080895.1	0.00219885835620283
ENSMUSG00000032939.13	0.0022051704595417
ENSMUSG00000108394.1	0.0022051704595417
ENSMUSG00000041078.6	0.00224136880378454
ENSMUSG00000022783.11	0.00225104902413735
ENSMUSG00000064357.1	0.00225104902413735
ENSMUSG00000086939.1	0.00226173527506596
ENSMUSG00000037977.6	0.00228783536852331
ENSMUSG00000049321.17	0.00229251372492181
ENSMUSG00000036856.4	0.00229570894724132
ENSMUSG00000075463.3	0.00229570894724132
ENSMUSG00000002265.16	0.0022969381362823
ENSMUSG00000031216.13	0.00230079015840674
ENSMUSG00000102440.1	0.00237974648492559
ENSMUSG00000001119.7	0.00237974648492559
ENSMUSG00000061559.15	0.00241237415157173
ENSMUSG00000029559.15	0.00242530606593525
ENSMUSG00000038002.8	0.00242894056567179
ENSMUSG00000103926.1	0.00242894056567179
ENSMUSG00000091636.1	0.0024326872628345
ENSMUSG00000074519.11	0.00243567009885553
ENSMUSG00000032846.9	0.00244049127438775
ENSMUSG00000042523.12	0.00245637664411417
ENSMUSG00000107021.1	0.00246373534460182
ENSMUSG00000064246.10	0.00246616866346848
ENSMUSG00000108195.1	0.00247083097157113
ENSMUSG00000034729.16	0.00249740662725323
ENSMUSG00000060600.15	0.00250240825653804
ENSMUSG00000097243.1	0.00250758676848291
ENSMUSG00000028149.12	0.00251867888057356
ENSMUSG00000103832.1	0.00253891303360975
ENSMUSG00000024104.11	0.00254545691255281
ENSMUSG00000032561.14	0.00257288824154337
ENSMUSG00000039911.13	0.00257296734768972
ENSMUSG00000023045.12	0.00257671673595879
ENSMUSG00000005483.9	0.00258085497748332
ENSMUSG00000097666.1	0.00261006262836188
ENSMUSG00000055943.5	0.00261833415175354
ENSMUSG00000055980.2	0.00263391709105049
ENSMUSG00000030470.15	0.00263605641742976
ENSMUSG00000022237.16	0.00266034036866838
ENSMUSG00000005952.15	0.00267059943257177
ENSMUSG00000010097.13	0.0026846439726466
ENSMUSG00000107090.1	0.00270584967837087
ENSMUSG00000028645.11	0.00272431758954974
ENSMUSG00000034220.7	0.00272754439521385
ENSMUSG00000056023.3	0.00273399954493407
ENSMUSG00000039153.16	0.00274175278806072
ENSMUSG00000078234.6	0.00276986849706884
ENSMUSG00000026014.15	0.00280298038328159
ENSMUSG00000021461.16	0.00281732912074874
ENSMUSG00000012535.14	0.00282643558948514
ENSMUSG00000051107.4	0.00283261676405309
ENSMUSG00000002032.16	0.00283378577904587
ENSMUSG00000103041.1	0.00284362470400222
ENSMUSG00000085235.1	0.00286117256091511
ENSMUSG00000017188.3	0.00286456313154464
ENSMUSG00000020534.14	0.00290396118806544
ENSMUSG00000033863.1	0.00290740286690987
ENSMUSG00000026116.11	0.00292993001106667
ENSMUSG00000029128.12	0.00293010052260447
ENSMUSG00000090667.2	0.00294050997365569
ENSMUSG00000025156.17	0.0029562248704379
ENSMUSG00000070997.4	0.00295989782438121
ENSMUSG00000078143.3	0.00295989782438121
ENSMUSG00000021619.5	0.00296414961723507
ENSMUSG00000032680.11	0.00300751223468647
ENSMUSG00000107194.1	0.00302785799956389
ENSMUSG00000109277.1	0.00304239207225224
ENSMUSG00000068617.4	0.00306269886048342
ENSMUSG00000038745.15	0.00307089986849819
ENSMUSG00000104676.1	0.00308303132432824
ENSMUSG00000003452.15	0.00310542418900708
ENSMUSG00000032350.8	0.00313519539236183
ENSMUSG00000046242.7	0.00314780741191535
ENSMUSG00000056153.14	0.00319483621727232
ENSMUSG00000020037.15	0.00319743898178892
ENSMUSG00000025370.6	0.00322641011640786
ENSMUSG00000029875.4	0.00325043293524273
ENSMUSG00000031994.13	0.00326317113377351
ENSMUSG00000031666.15	0.00328378694100478
ENSMUSG00000021263.10	0.00328611685245949
ENSMUSG00000042082.6	0.00328876438667954
ENSMUSG00000109314.1	0.00330182095096465
ENSMUSG00000071860.1	0.0033218559800334
ENSMUSG00000035293.13	0.00332297001703942
ENSMUSG00000034413.14	0.00332689016199531
ENSMUSG00000009207.15	0.00333300349779175
ENSMUSG00000056025.12	0.00340366159599808
ENSMUSG00000050394.14	0.00340856884009728
ENSMUSG00000081249.3	0.00343822055887812
ENSMUSG00000019767.12	0.00346273663455586
ENSMUSG00000099481.6	0.00347401141405137
ENSMUSG00000103006.1	0.00347685224855888
ENSMUSG00000024228.12	0.00348065546680699
ENSMUSG00000047284.14	0.00348065546680699
ENSMUSG00000007655.16	0.00348942142326598
ENSMUSG00000054169.7	0.00349608397922345
ENSMUSG00000040618.6	0.00352929721089047
ENSMUSG00000028614.14	0.00353903003870358
ENSMUSG00000024349.9	0.00356341604818833
ENSMUSG00000021597.16	0.00356341604818833
ENSMUSG00000021359.15	0.00356500262066613
ENSMUSG00000095087.1	0.0035778139623816
ENSMUSG00000027514.14	0.00363486895980184
ENSMUSG00000068466.5	0.00364207735965212
ENSMUSG00000079477.9	0.0036719873029444
ENSMUSG00000004626.14	0.00368138319805518
ENSMUSG00000029658.17	0.00369622071991018
ENSMUSG00000009894.15	0.00372072508945362
ENSMUSG00000000982.5	0.00375643396926467
ENSMUSG00000097129.1	0.00376633938687198
ENSMUSG00000015468.14	0.00377728161296117
ENSMUSG00000033808.16	0.00378507196074193
ENSMUSG00000073594.3	0.00378558497720987
ENSMUSG00000035245.12	0.0037969947003206
ENSMUSG00000023886.9	0.00379914318781743
ENSMUSG00000093170.1	0.00380675398628076
ENSMUSG00000083460.1	0.00381169104185353
ENSMUSG00000093726.1	0.00381442745398573
ENSMUSG00000107173.1	0.00381442745398573
ENSMUSG00000108314.1	0.00381442745398573
ENSMUSG00000032280.16	0.0038393519565401
ENSMUSG00000110388.1	0.00384767593356189
ENSMUSG00000047777.9	0.00386465487682327
ENSMUSG00000060371.12	0.00386910080473068
ENSMUSG00000034126.4	0.00387033489659928
ENSMUSG00000024352.11	0.00390627981829341
ENSMUSG00000070462.4	0.00393386747509278
ENSMUSG00000020642.12	0.00393994748305523
ENSMUSG00000036815.16	0.00394082383338633
ENSMUSG00000017057.9	0.00396563866866287
ENSMUSG00000107240.1	0.00400899444777827
ENSMUSG00000073411.11	0.00406288338110288
ENSMUSG00000003070.6	0.00406434051731833
ENSMUSG00000096054.2	0.00417544413676211
ENSMUSG00000105044.1	0.00418510477887483
ENSMUSG00000004748.5	0.00418510477887483
ENSMUSG00000070469.12	0.00418602028165483
ENSMUSG00000049553.11	0.00421647811618855
ENSMUSG00000021276.9	0.00427232028020911
ENSMUSG00000028111.4	0.00430996035695242
ENSMUSG00000109379.1	0.00433673578129699
ENSMUSG00000086266.1	0.00436481502552154
ENSMUSG00000033720.12	0.00438430255744745
ENSMUSG00000005125.12	0.00440058511994477
ENSMUSG00000065939.1	0.00440531827388614
ENSMUSG00000102275.1	0.00440540258521437
ENSMUSG00000104301.3	0.00440540258521437
ENSMUSG00000025792.9	0.0044106085498568
ENSMUSG00000042256.4	0.0044106085498568
ENSMUSG00000016520.7	0.00442501796735446
ENSMUSG00000025171.1	0.00442501796735446
ENSMUSG00000006386.15	0.00442760483446481
ENSMUSG00000051378.10	0.00442863234013396
ENSMUSG00000024776.17	0.00445554629748508
ENSMUSG00000026576.12	0.00446248117970901
ENSMUSG00000100158.1	0.00446475926264995
ENSMUSG00000097148.2	0.00447394852518021
ENSMUSG00000031255.14	0.00450172156004397
ENSMUSG00000037012.18	0.00453494182803203
ENSMUSG00000035203.16	0.00453494182803203
ENSMUSG00000033728.14	0.00453494182803203
ENSMUSG00000033350.7	0.00454057295713566
ENSMUSG00000006586.15	0.00454057295713566
ENSMUSG00000005881.13	0.0045467889154617
ENSMUSG00000062480.11	0.00455060838010744
ENSMUSG00000007783.9	0.00458784621920798
ENSMUSG00000001924.15	0.00460211709841714
ENSMUSG00000055436.18	0.00461203975537848
ENSMUSG00000066415.4	0.00465258300179739
ENSMUSG00000059939.13	0.00470847885626433
ENSMUSG00000108872.1	0.00472753375513916
ENSMUSG00000030057.15	0.00475871568272476
ENSMUSG00000027133.3	0.00478246809022425
ENSMUSG00000025324.8	0.00478886454416409
ENSMUSG00000020155.2	0.00479356724054348
ENSMUSG00000021488.7	0.00482135977249418
ENSMUSG00000031974.8	0.0048732493667261
ENSMUSG00000091994.1	0.0048732493667261
ENSMUSG00000035045.17	0.00491004879260664
ENSMUSG00000011752.6	0.00491004879260664
ENSMUSG00000036943.8	0.00494461903837305
ENSMUSG00000021991.8	0.00494461903837305
ENSMUSG00000027765.6	0.00494461903837305
ENSMUSG00000005267.13	0.00494858073338496
ENSMUSG00000040466.16	0.00495913646478493
ENSMUSG00000042726.14	0.00497744215208754
ENSMUSG00000072660.5	0.00498545437967676
ENSMUSG00000047658.6	0.00503713589130475
ENSMUSG00000053205.8	0.00506131404311608
ENSMUSG00000044469.7	0.005091709050495
ENSMUSG00000031197.11	0.00515360274494574
ENSMUSG00000046351.10	0.00515360274494574
ENSMUSG00000024539.17	0.00515360274494574
ENSMUSG00000006699.17	0.00515486151138443
ENSMUSG00000032667.17	0.00515486151138443
ENSMUSG00000033530.7	0.00515486151138443
ENSMUSG00000041605.16	0.00517154770454062
ENSMUSG00000074527.11	0.00517429457079685
ENSMUSG00000028788.14	0.00518523420962259
ENSMUSG00000024370.16	0.00524744732676078
ENSMUSG00000049537.10	0.00524744732676078
ENSMUSG00000036835.7	0.00524744732676078
ENSMUSG00000086503.3	0.00531612038616639
ENSMUSG00000024220.13	0.00536886131357847
ENSMUSG00000085282.8	0.00538429339700511
ENSMUSG00000023805.16	0.00540932759642675
ENSMUSG00000105804.1	0.00540932759642675
ENSMUSG00000038932.13	0.00541018085478389
ENSMUSG00000024979.13	0.00543325039255453
ENSMUSG00000074211.4	0.00555524167654933
ENSMUSG00000004591.16	0.00560041270957747
ENSMUSG00000005973.6	0.00560533646227667
ENSMUSG00000038213.7	0.0056160302886936
ENSMUSG00000104850.1	0.00562910212586715
ENSMUSG00000022512.2	0.00563014476471838
ENSMUSG00000050022.16	0.00563014476471838
ENSMUSG00000022940.16	0.00563976274871767
ENSMUSG00000027824.4	0.00566245875494634
ENSMUSG00000033031.13	0.0057088869069105
ENSMUSG00000034115.9	0.00571207574153724
ENSMUSG00000070564.15	0.00571207574153724
ENSMUSG00000036093.7	0.00576884470396215
ENSMUSG00000097248.9	0.00577205675656752
ENSMUSG00000039628.8	0.00577205675656752
ENSMUSG00000032281.11	0.00579869075034101
ENSMUSG00000038872.9	0.00582223057306594
ENSMUSG00000031527.7	0.00582814330951518
ENSMUSG00000080904.1	0.00586818863164683
ENSMUSG00000085911.1	0.00587556324054607
ENSMUSG00000020423.6	0.0059215093500331
ENSMUSG00000051811.14	0.00595723802753574
ENSMUSG00000020623.11	0.00595864889954082
ENSMUSG00000020027.18	0.00602070671430184
ENSMUSG00000036966.15	0.00602723155206979
ENSMUSG00000061740.7	0.00605904256062378
ENSMUSG00000020647.9	0.00605904256062378
ENSMUSG00000090015.8	0.00605904256062378
ENSMUSG00000050910.5	0.00605904256062378
ENSMUSG00000030424.15	0.00605904256062378
ENSMUSG00000031201.17	0.00605904256062378
ENSMUSG00000096988.1	0.00614933282056848
ENSMUSG00000026568.6	0.00615505461399009
ENSMUSG00000070695.4	0.0061591826657119
ENSMUSG00000079037.9	0.00620576874882228
