C91	C92	C93
734	879	662
6481	4589	4148
51	25	52
1086	1056	1021
27	41	28
61	86	68
272	297	229
189	166	109
77	86	49
1113	1383	1096
547	623	526
123	125	90
0	1	3
88	102	132
872	655	601
513	511	479
1135	1403	1088
1030	1112	950
0	0	0
370	326	273
1277	1435	1154
181	178	152
3	0	0
82	104	104
0	3	3
24	11	13
3	0	5
217	328	222
680	1157	908
0	0	0
133	134	124
1195	1059	1049
84	110	198
74	86	68
60	61	43
0	0	0
944	895	659
289	295	252
0	0	0
6	7	8
0	0	0
1742	1908	1554
208	214	208
11	9	8
68	88	67
1	5	1
985	1094	861
350	422	305
77	63	49
174	199	195
523	743	608
257	212	159
2	3	0
259	371	303
0	0	0
1293	1652	1281
361	348	288
240	244	213
39	39	23
36	41	22
732	508	605
259	338	276
22	31	15
313	360	282
393	487	453
1183	1547	1233
113	73	70
0	0	0
315	271	355
294	203	305
651	605	464
2527	3335	2616
0	0	0
1149	899	750
954	1017	845
182	261	286
1369	1442	1169
18	34	20
406	535	404
63	37	66
165	273	223
643	980	829
0	3	0
990	1126	966
0	1	0
44	22	17
58	36	27
170	165	153
2354	3600	2472
217	205	179
72	256	222
1491	2590	1923
0	0	0
356	204	198
68	73	70
75	87	69
0	0	0
1	0	2
91	17	166
13	0	6
72	58	66
231	312	323
368	486	443
1966	1970	1720
0	0	0
127	176	173
864	1048	1010
241	293	213
350	262	262
0	0	0
0	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	9	2
730	541	571
9	18	16
0	0	0
182	13	415
0	0	0
931	1059	846
0	0	0
231	173	166
3	2	5
1077	1026	1271
87	76	43
232	245	209
2	0	0
0	0	0
0	0	0
1	0	2
20	37	12
0	0	0
523	373	331
373	415	340
264	329	352
2797	3117	2910
0	3	0
643	599	622
0	1	3
6735	8644	6817
5	2	1
0	0	0
39	43	24
60	75	49
2	0	0
105	122	80
1234	1839	1690
82	147	129
229	260	268
479	477	345
0	0	0
552	669	809
0	0	0
157	101	73
563	512	415
0	0	0
26	18	17
178	292	310
0	0	0
0	0	0
159	134	109
0	0	0
384	334	288
120	97	91
0	0	0
0	0	0
687	689	657
3	7	0
398	428	372
418	360	332
67	58	46
0	0	0
84	67	59
32	42	43
172	258	278
330	350	317
288	273	228
825	673	513
4	1	2
488	789	624
141	139	121
94	64	62
147	92	241
48	85	72
357	407	320
17	9	25
0	0	0
597	479	460
0	1	1
0	0	0
0	0	0
0	0	0
378	350	321
2940	2733	2567
28	49	26
229	200	199
0	0	0
0	0	0
142	179	152
6	6	7
2235	6685	5365
0	0	0
0	0	0
245	253	234
0	1	0
98	150	97
5	2	7
431	212	464
288	427	394
0	0	0
955	1130	947
652	687	549
1582	2010	1610
39366	39169	34391
498	474	366
0	1	0
73	84	41
0	0	0
0	0	0
127	93	91
462	370	353
0	0	0
0	0	0
0	0	2
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	1
0	0	0
153	182	152
0	0	0
0	0	0
57	79	56
288	254	223
0	0	1
1	0	0
2	2	2
258	260	189
0	0	0
1191	1385	1119
634	828	661
1244	1875	1149
295	291	340
182	266	238
0	0	0
744	814	672
8	6	16
1177	1482	1205
396	418	318
111	123	106
6	12	2
1624	1967	1689
161	130	83
152	131	118
105	91	83
302	307	248
214	257	179
269	764	502
934	962	796
81	96	90
0	0	0
7	9	10
684	882	719
9	10	6
1	1	2
52	41	28
30	125	126
95	186	136
194	308	243
11791	9003	7979
103	103	87
435	395	354
0	0	0
1	0	7
0	0	1
1042	1258	1039
484	497	425
4	0	4
188	181	161
0	0	0
203	153	147
47	36	40
28	20	26
56	60	30
1040	1154	922
315	578	380
993	1157	977
1	2	2
1969	2232	1728
765	885	729
107	109	75
199	175	157
25	10	28
133	59	108
1186	1335	1094
1	0	0
1	1	2
250	228	252
11	0	31
628	789	535
1396	1103	1072
706	1417	1068
7	5	10
502	851	676
1695	2224	1857
61	32	82
44	53	82
5072	6523	7147
844	1260	1018
169	205	172
590	390	386
0	0	1
11	2	3
0	0	0
11	15	15
0	0	0
10	16	8
0	0	0
151	126	126
0	0	0
113	150	132
141	140	115
199	312	241
281	192	161
1149	1252	1007
38	40	31
112	60	56
1091	1411	1255
308	367	296
290	339	219
1893	2335	1839
0	0	0
0	0	0
0	0	0
809	1041	792
20	112	76
85	52	52
51	49	29
0	0	0
0	0	0
2	1	0
0	0	0
377	431	419
140	166	140
573	672	600
217	282	193
471	887	928
0	0	0
719	916	813
1600	1840	1343
123	61	77
60	99	54
73	95	75
178	289	217
494	768	576
30	20	25
113	169	155
245	277	207
924	902	683
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
149	83	49
0	0	0
506	160	77
1837	2549	1571
497	427	417
754	754	1153
325	342	335
46	61	40
106	111	74
0	0	0
1	0	6
0	0	0
0	0	0
0	0	0
0	2	0
553	640	520
259	248	320
165	162	153
86	62	54
251	131	422
53	40	41
638	1072	811
293	399	361
755	847	804
168	172	121
0	0	0
0	0	0
0	0	0
430	479	387
503	484	649
313	171	146
360	336	323
0	0	0
607	426	333
2197	2310	1825
549	665	439
0	0	0
733	649	650
0	0	0
340	275	274
252	243	219
1160	1608	1265
1836	2425	2138
255	419	510
432	440	377
228	230	187
1079	828	735
1287	1457	1182
127	125	101
0	0	0
0	0	2
310	273	211
392	369	345
36	47	37
54	28	72
8275	6579	5620
2925	1922	1425
1120	1486	962
266	250	261
1921	2261	2169
73	232	203
105	120	118
16	0	11
1190	1501	1242
0	0	0
617	540	402
0	0	0
278	260	241
197	181	179
0	0	0
0	0	0
12	6	23
571	684	572
169	173	131
0	0	0
643	557	492
3249	2911	2263
0	1	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
189	251	267
1009	1541	1061
568	373	381
4707	4722	4077
4315	4894	4423
4728	4616	4072
111	460	399
93	338	267
11	35	40
2403	2562	2390
72	79	51
90	69	72
124	78	184
121	88	190
1171	1632	1441
40	63	57
541	513	438
2	0	0
274	465	474
571	669	582
205	198	167
216	146	151
418	503	465
374	270	583
218	238	195
268	297	293
324	523	627
646	721	569
1712	1715	1607
1140	1074	1031
1903	1650	1820
3015	2455	2355
55	83	52
219	173	155
21	20	8
342	552	524
730	648	549
872	804	740
1521	1495	1294
1041	1314	1174
0	1	0
203	256	164
239	298	277
238	189	211
69	56	97
270	393	202
1432	961	992
414	456	397
307	264	208
416	341	300
526	508	451
701	717	653
85	107	66
0	0	1
195	12	424
0	0	0
61	56	33
10709	19759	14668
0	0	6
254	285	341
1134	1762	1794
16912	12481	11152
398	515	451
0	0	0
560	633	467
0	0	0
0	0	0
1273	1661	1277
540	565	515
0	0	0
173	143	193
0	0	0
478	557	449
71	126	103
48	52	37
0	1	2
0	0	0
0	0	0
59	51	43
0	0	0
51	120	103
0	0	0
0	0	0
55	48	26
0	0	0
2666	4272	3716
0	0	0
1493	1546	1328
2	1	0
161	197	174
1	0	0
1255	1367	1120
150	214	180
239	224	168
0	0	0
911	937	791
146	188	146
402	361	307
867	693	598
855	1255	998
1267	1450	1112
136	0	210
100	78	93
53	35	30
1077	1448	1423
2	6	1
1407	1720	1399
14	16	20
513	550	506
0	3	1
2775	3713	3992
5	3	2
2077	1599	1701
0	4	0
1190	1833	1459
0	0	0
0	0	4
173	163	107
34	50	9
0	0	0
56	75	66
1625	2679	2160
0	0	0
1061	1364	1065
62	67	42
0	0	0
0	0	0
0	0	0
0	0	0
46	77	98
23	52	24
767	931	889
5456	4303	3722
834	968	852
1	0	0
281	450	337
0	0	0
1511	1324	1124
344	356	244
7	1	17
3	1	7
24	28	21
3404	2597	2038
5956	7860	5722
0	0	0
187	154	150
147	205	148
751	1043	913
0	0	0
0	0	0
328	382	309
3352	4059	3035
3	2	1
512	491	423
42	53	47
441	339	289
278	249	235
57	112	104
0	0	0
3497	3972	3201
76	57	119
0	0	0
1086	1074	1169
21	58	39
0	0	0
15	30	28
50	39	43
3	1	2
1472	1486	1387
1124	1573	1129
237	109	341
1436	1450	1108
511	564	590
0	0	0
77	3	115
28	24	31
92	120	81
6	3	4
204	134	251
0	0	0
372	309	499
5509	7193	4924
577	789	415
0	0	0
156	94	108
255	266	321
0	0	0
0	0	0
912	1073	896
1566	1979	1703
530	529	448
669	772	733
830	894	742
217	225	172
373	450	350
1557	1415	1233
524	476	453
0	0	0
784	801	733
2069	2350	1678
0	0	0
325	218	176
103	104	73
326	360	313
258	209	179
408	379	319
2	0	1
1	1	4
0	0	0
0	0	0
0	0	0
0	0	0
0	1	2
99	85	101
136	131	112
3	9	16
31	30	30
0	0	0
18	20	18
332	301	270
145	153	122
13	2	20
158	196	170
0	0	0
359	310	252
630	532	422
185	179	198
486	540	472
29	53	39
646	817	749
255	256	201
0	0	0
45	17	77
0	0	0
296	368	348
303	891	608
0	0	0
4	6	6
4603	3118	2590
1113	1325	980
3	1	0
0	0	0
589	534	473
0	0	0
0	0	0
537	738	579
3	0	0
529	568	601
0	0	0
1	0	0
5	0	0
0	5	8
0	0	0
37	46	37
1	3	1
3	10	13
1	0	1
21	18	47
0	0	0
0	0	0
0	0	0
8	24	8
0	1	0
264	269	247
2038	2673	2304
1076	777	981
4018	2634	2662
42	65	47
0	0	0
2	0	0
134	174	144
355	385	290
0	0	0
165	146	134
2775	2811	2054
147	116	97
796	895	721
0	0	0
1220	1452	1170
7	5	0
1022	1382	1093
0	0	0
382	302	219
8	6	10
0	0	0
65	54	50
3	0	2
32	12	17
0	0	0
19	28	24
0	0	0
242	134	383
0	0	0
161	167	136
233	257	271
336	291	218
553	755	640
0	0	0
69	78	47
24	37	26
238	241	180
1650	1081	1012
24	57	177
0	0	0
0	0	0
1258	2050	1578
89	56	51
555	608	508
472	579	481
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
34	40	19
1709	1130	1042
4623	3506	2888
46	103	74
0	0	0
1017	976	990
1165	1273	766
321	68	555
0	1	1
111	89	91
665	615	439
221	310	261
259	273	158
0	0	0
1920	2603	2132
0	0	0
310	98	672
165	128	156
770	646	550
964	1190	987
9	18	19
11	21	35
79	75	76
0	0	0
478	652	879
247	186	157
308	433	469
0	0	0
18	19	28
36	45	26
50	36	43
23	8	18
541	401	332
0	0	0
2	1	3
280	265	337
451	379	353
451	271	233
138	64	104
33	26	24
189	185	161
644	1033	840
215	161	158
141	152	78
97	88	81
367	406	306
538	682	523
313	204	205
268	240	242
126	128	110
0	0	0
142	181	131
0	1	0
0	0	0
417	306	296
0	1	0
1028	1021	809
131	94	127
1810	2552	1938
145	121	131
0	0	0
5	8	15
233	290	253
185	245	229
368	434	356
423	648	715
579	437	398
2387	2270	1859
228	199	177
164	101	115
2263	2068	1595
251	233	221
546	631	489
9	12	9
699	789	625
1833	2011	1678
0	0	0
141	65	44
0	0	0
0	0	0
1358	1493	1102
163	135	150
2	3	2
123	77	87
87	95	39
164	220	193
628	722	628
333	411	396
0	0	0
4268	3156	2745
304	622	645
255	269	242
14	12	10
33	13	26
0	0	0
31	34	20
55	19	45
621	346	445
1148	926	723
240	288	272
183	154	168
1627	1580	1367
77	124	113
469	306	312
1451	1631	1402
3219	2399	2069
1	2	9
0	0	0
234	164	180
442	775	747
51	47	35
68	38	107
28	93	81
0	0	0
0	0	0
84	461	407
2180	4645	1626
98	100	81
191	228	183
286	213	262
508	578	583
10	22	18
0	0	0
270	241	275
22	41	9
8	7	13
0	0	0
130	172	130
174	280	246
52	125	77
4	6	6
862	1269	1239
0	0	0
44	55	118
41	0	115
0	0	1
45	1	66
572	651	663
136	201	159
0	0	0
9	2	7
4	7	6
5	2	0
1	1	0
47	1	78
8	1	17
0	0	0
1	0	1
159	346	209
37	65	44
639	790	638
123	208	152
7	2	5
0	0	0
122	73	76
0	0	0
273	327	244
234	230	212
172	288	186
39	133	121
104	63	139
0	0	0
34	28	33
372	460	439
103	57	45
164	164	133
1357	1765	1360
86	75	59
0	0	0
467	582	469
0	0	0
1317	1233	1181
203	213	152
920	1100	897
133	315	292
2	1	9
602	811	632
0	0	0
525	699	557
300	490	469
79	128	97
0	0	0
0	0	0
801	683	914
311	326	301
10	11	15
394	568	503
447	644	510
0	0	0
1	0	0
0	0	0
25	49	51
0	0	0
0	0	0
792	826	528
600	730	580
13	8	8
0	0	0
785	755	501
952	1028	822
8	8	14
239	192	146
0	0	0
498	411	390
0	0	0
37	27	45
7	9	23
744	776	657
128	160	135
1802	1621	1613
2151	2511	2190
626	857	655
1200	1259	1053
116	105	111
602	698	649
59	46	38
126	106	92
0	0	0
1802	1691	1053
1075	1481	1215
0	0	0
1	1	0
1	1	2
232	196	165
0	0	0
233	140	155
920	873	623
2	2	4
403	700	568
0	0	0
167	440	396
938	1162	877
89	57	39
91	177	182
0	0	0
13	15	9
747	653	1068
0	2	0
0	0	0
130	78	73
147	108	119
260	251	205
40	40	51
0	0	0
52	47	34
80	90	71
0	0	0
13	0	20
279	313	259
1206	1298	1086
690	799	660
300	271	210
0	0	0
231	144	173
3675	3794	3154
105	221	170
0	0	0
117	151	195
0	0	0
37	66	87
111	226	154
370	376	299
452	556	404
244	181	162
0	0	0
49	42	18
0	0	0
1	1	0
84	121	83
0	0	0
353	453	463
3	2	3
69	56	54
0	0	0
52	60	31
2	4	7
1085	1428	1426
884	1164	978
1002	1404	1296
0	0	1
0	0	0
0	0	0
10	5	1
0	0	0
0	0	0
0	0	0
2865	3727	2942
2	0	2
532	505	451
52	58	46
39	28	29
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
117	212	106
20	32	21
0	0	0
1	6	8
1452	1934	1810
5	2	1
197	175	104
103	108	67
137	98	35
54	22	31
0	0	0
624	673	465
0	0	0
838	1023	883
3	11	3
680	818	662
0	0	0
1605	2182	1716
68	76	42
83	66	49
0	0	0
424	362	346
0	0	0
110	42	241
0	0	0
0	0	0
263	203	167
0	0	0
456	377	530
144	197	143
0	0	0
435	349	321
31	34	26
1	0	0
7	13	4
7	6	8
0	0	0
443	274	315
311	411	316
1311	1861	1523
3	0	0
5	10	3
846	632	552
37	42	23
290	203	176
346	800	700
318	652	644
0	0	0
846	1028	610
0	0	0
48	5	78
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
72	122	91
1832	2947	2057
607	533	467
48	77	48
0	0	0
1	5	2
181	291	185
0	0	0
438	494	478
0	0	2
0	0	0
0	0	0
0	0	0
12	0	190
0	0	0
0	0	0
422	1	2251
177	419	340
792	1052	837
0	0	0
111	177	154
0	0	0
0	0	0
1	4	19
31	195	187
0	0	0
0	0	0
365	255	252
0	0	0
0	2	0
0	0	0
1	1	4
5	1	1
0	0	0
0	0	0
177	199	159
0	1	1
463	364	277
7	7	0
65	67	94
567	591	509
5	6	2
18	14	18
0	0	1
111	87	122
713	900	610
1	0	0
3329	2352	1989
0	0	0
117	159	237
0	0	0
4368	7079	5378
443	457	325
12	57	66
219	501	515
22	133	139
97	121	109
228	345	261
4402	3659	2906
515	475	493
0	0	0
1349	1528	1314
0	0	0
0	0	0
2002	895	2341
0	0	0
1251	1954	1381
71	64	71
69	59	70
25	30	38
1995	1642	1425
0	0	0
3	11	4
351	230	200
236	231	213
133	236	221
0	0	0
0	0	0
0	0	0
1	6	1
210	176	189
0	0	0
0	0	0
1	7	3
465	483	406
1065	1052	914
0	0	0
52	66	28
1176	1445	1139
559	593	481
172	207	205
1838	1841	1544
28	29	20
343	279	252
0	0	0
0	0	0
436	557	557
2153	1832	1517
0	0	0
1674	1384	1128
868	552	543
2	5	2
533	451	416
0	0	0
2	0	0
379	382	354
68	52	21
5	11	4
302	248	269
2	0	1
0	0	0
149	184	165
0	0	0
302	265	216
271	355	270
0	2	1
0	0	0
0	0	0
768	842	611
0	2	0
1	0	0
0	0	0
587	618	648
0	0	0
3	11	7
0	1	0
5	7	10
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
17	10	9
58	116	97
39	32	25
3115	2109	1709
2	0	0
0	0	0
1440	2346	1995
0	0	0
10	3	4
107	108	88
9	4	7
16	13	17
0	0	0
240	191	160
0	0	0
0	1	0
244	264	178
123	131	150
0	0	0
28	3	65
55	25	45
0	0	0
0	0	0
381	479	403
1147	758	588
0	0	0
845	1862	1374
1	0	2
8	9	24
0	0	0
1244	1299	1014
411	313	267
77	44	84
410	467	345
15	10	11
205	377	211
562	567	446
13	20	14
907	1201	892
136	175	154
2155	1964	1685
153	134	107
1	0	0
0	0	0
0	0	0
399	460	293
0	0	0
1092	906	802
351	267	246
139	74	140
0	0	0
0	0	0
310	330	340
0	0	0
0	0	0
132	183	136
210	161	135
26	22	17
2684	2089	1936
615	730	646
542	489	485
1	4	0
1076	912	701
140	83	95
115	100	82
2521	2065	1764
148	147	173
0	0	0
789	797	690
10	4	8
0	0	0
285	399	282
614	508	471
126	87	75
398	385	315
0	0	0
0	0	1
0	0	1
0	0	0
0	1	0
3556	2891	2468
0	0	0
0	0	0
0	0	0
0	0	0
0	0	4
6	5	3
0	0	0
0	0	0
265	185	167
185	178	140
561	859	688
10232	7036	6465
816	811	642
0	0	0
0	0	0
0	0	0
0	0	0
0	0	10
0	0	0
0	0	0
0	0	0
1034	2052	1570
0	0	0
122	165	222
0	0	0
0	0	0
1	3	2
0	0	0
0	0	0
0	0	0
1184	1454	1145
0	0	0
1161	1249	911
0	0	0
548	490	386
0	0	0
16	19	28
664	852	876
0	1	1
472	591	449
2326	3548	2694
0	0	0
0	0	0
7741	6389	5427
114	164	109
0	0	0
0	1	0
0	0	0
0	0	0
171	251	223
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
196	216	163
0	0	0
0	2	0
11	21	8
0	0	0
313	297	220
7	6	6
0	0	0
0	0	0
113	88	98
0	0	0
0	0	0
154	246	130
35	40	26
0	0	0
672	792	604
0	0	0
6	6	5
202	270	227
222	286	214
0	0	0
0	0	0
48	41	34
2	0	2
3	1	4
0	0	0
0	0	0
0	0	0
0	0	1
0	1	2
0	0	0
0	0	0
13	18	26
0	0	0
195	58	320
22	21	9
0	0	4
106	104	84
6231	5448	4471
0	0	0
0	0	0
0	0	0
43	33	31
0	0	0
0	0	0
0	0	1
0	0	0
93	174	110
941	654	423
19	36	30
50	56	40
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1330	1227	977
255	218	284
0	0	0
1293	1892	1579
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
200	222	156
0	0	0
2056	1597	2727
619	555	450
0	0	0
685	677	502
13	11	22
1	0	0
865	937	814
0	1	0
0	0	0
0	0	0
0	0	0
69	41	22
243	418	325
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
221	132	157
0	0	0
0	0	0
0	0	0
238	236	204
0	0	0
906	502	1090
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1340	1614	1434
616	615	566
0	0	0
471	465	450
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
283	282	261
206	337	330
337	317	250
2613	2110	2013
0	0	0
0	1	0
7714	23928	8477
1	0	38
0	0	0
5	8	18
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
0	0	0
0	0	0
35	25	19
0	0	0
0	0	0
1	4	3
3300	4233	3666
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
222	319	250
483	881	727
0	0	0
0	0	0
0	0	0
0	0	0
428	441	355
0	0	1
304	326	402
126	117	137
0	0	0
0	0	0
2308	2576	2033
301	181	343
1459	2085	1776
1791	6834	5649
0	0	0
2039	3077	2404
1848	2117	1875
166	100	161
0	0	0
0	0	0
226	228	198
515	517	458
0	0	0
4156	3923	3617
436	768	664
0	0	0
0	3	0
1	3	4
159	107	109
0	0	0
1	0	2
0	0	0
156	160	130
723	704	601
863	943	755
988	1567	1248
0	0	0
0	0	0
2	0	12
1	0	2
0	0	0
0	0	0
0	1	2
175	174	127
8	11	12
4988	3862	3111
0	0	0
5	4	3
0	0	0
467	710	587
597	575	470
335	701	541
1799	1480	1391
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1542	1217	974
3281	3208	5191
0	0	0
0	0	0
303	217	176
867	1055	821
0	0	0
626	810	694
0	0	0
0	0	0
0	0	0
708	869	678
0	0	0
0	0	0
914	890	724
157	160	117
92	111	83
0	0	0
6	5	11
0	0	0
309	365	285
930	1313	1034
251	242	218
12	13	6
34	14	21
180	107	274
0	0	0
0	0	0
501	589	445
17	6	13
0	0	0
0	0	0
908	709	571
0	0	0
0	0	2
0	0	0
20	16	10
43	50	37
297	250	192
441	243	209
0	0	0
0	2	0
1	3	0
11	31	30
936	798	1102
1705	2465	2067
300	237	230
0	0	0
29	26	23
0	0	0
0	0	0
0	2	1
64	72	60
20	3	31
10	6	6
5	6	5
1	0	0
0	0	0
358	438	471
282	238	300
485	885	556
0	0	0
0	0	0
808	800	657
60	63	77
0	0	0
0	0	0
2999	2980	2453
1	0	0
419	645	444
61	126	119
0	0	0
0	0	0
1379	1513	1166
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	3	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
151	370	231
2728	2878	2554
660	557	717
0	0	0
2	1	1
2	0	57
2	0	7
0	0	4
113	84	105
314	514	475
301	209	210
13	8	6
1	0	0
0	0	0
155	84	82
444	296	296
837	749	528
0	0	0
0	0	0
3	7	1
167	162	143
0	0	0
170	231	192
647	627	524
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
131	178	109
336	317	305
0	0	0
34	58	53
0	0	0
0	0	0
4	4	0
10	1	2
1	1	0
0	1	0
0	0	1
0	3	0
0	0	4
9452	11783	8533
0	0	0
0	1	2
2	0	0
0	0	0
119	112	76
0	0	0
0	0	0
838	859	683
0	0	0
86	96	49
574	524	455
99	76	157
859	1019	737
358	347	258
21	28	19
40	35	25
0	0	0
0	0	0
0	0	1
21	20	16
35	65	34
2	2	2
0	1	1
0	0	0
687	658	555
0	0	0
0	0	0
0	0	0
42	49	83
322	351	254
26	15	13
0	5	0
223	243	260
4319	5040	4377
0	0	0
107	72	49
770	1552	1161
117	221	185
0	0	0
60	51	28
228	318	281
4758	9802	7368
0	1	0
5	5	3
0	0	0
405	301	254
0	0	0
0	0	0
210	141	133
39	62	26
142	152	150
550	803	938
321	377	350
4	0	0
611	624	520
0	0	0
609	1033	1006
14	14	14
1	1	0
172	181	197
2589	2769	2349
2	0	0
1056	1013	879
9	5	3
2	0	1
0	0	0
0	0	0
0	0	0
53	18	17
0	0	0
0	3	6
1638	2140	1733
0	0	0
470	541	499
0	0	0
0	0	0
0	1	0
131	93	91
0	0	0
0	0	0
0	0	0
0	0	0
265	307	215
0	0	0
0	0	0
0	2	1
0	0	0
0	0	0
8	16	11
801	536	642
0	0	0
16	15	21
112	134	162
323	392	351
157	129	125
359	502	422
75	71	49
59	60	42
26	21	14
16	22	19
0	0	0
0	0	0
59	58	69
0	0	0
322	261	237
0	0	0
0	0	0
70	65	57
237	220	168
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
30	22	49
91	101	49
261	347	275
307	376	275
0	0	0
4	4	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
401	413	315
91	48	70
76	75	52
5	4	4
1	0	0
0	0	0
0	0	4
0	0	0
0	0	0
161	265	200
31	73	31
231	362	260
102	89	93
0	0	0
334	410	263
1	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3207	60	7379
0	0	0
0	0	0
2028	30	4674
2148	14	3501
0	0	0
0	0	0
15	23	25
263	258	201
1878	2089	1787
0	0	0
4296	4038	3257
0	0	0
0	0	0
0	0	0
81	57	114
89	30	173
715	765	680
30	61	44
207	296	238
821	1112	922
9	5	8
0	0	0
0	0	0
159	133	96
491	458	358
130	230	257
0	0	0
577	644	576
356	361	293
255	218	326
0	0	0
0	0	0
0	0	0
464	469	399
40	105	67
22	61	55
464	316	263
36	35	32
1	0	0
1	2	2
6	8	6
0	2	0
32	38	22
0	0	0
16	11	6
0	0	0
11	6	8
0	0	0
0	0	0
28	34	24
0	0	0
38	57	51
0	0	0
7	6	12
1	1	0
114	115	114
1272	1259	1093
538	550	453
105	219	179
158	205	109
6	4	12
836	841	687
156	94	99
221	336	258
12	10	29
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
81	463	505
0	0	0
0	0	0
90	109	60
0	0	0
75	4	177
43	3	161
44	92	60
0	0	0
40	79	56
0	0	0
1	0	11
352	390	328
12	6	29
64	7	105
14	13	24
1	0	0
11	5	0
0	1	1
1	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
3	0	1
0	0	0
9	0	37
3	1	0
1	1	2
0	0	0
0	0	0
74	52	39
126	143	120
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3636	4387	3301
2	3	3
529	644	498
70	79	43
200	248	192
0	0	0
0	0	0
0	0	0
0	0	0
181	215	208
0	0	0
0	0	0
448	380	346
0	0	0
17	18	31
1	0	0
0	0	0
156	146	120
0	0	0
0	0	0
0	0	0
0	0	0
5	16	4
0	2	14
0	2	5
9	1	5
1300	1152	979
1011	1362	1183
0	0	0
4	2	5
91	39	208
0	0	0
0	0	0
459	323	298
0	0	0
7575	8913	7601
123	155	153
1760	2637	2087
453	371	308
79	77	155
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
1182	1823	1211
64	111	30
1	0	0
20	17	11
0	0	0
0	0	0
1	3	0
0	0	0
106	70	74
0	0	0
17	21	17
903	1058	869
11035	8189	6917
0	0	0
25	61	68
0	0	0
0	0	0
98	93	80
48	24	18
159	145	108
0	0	2
21	28	21
179	139	130
193	119	116
162	155	120
0	0	1
37	29	26
0	0	0
0	0	0
138	212	269
0	0	0
140	117	98
0	0	0
0	0	0
3	0	5
95	67	66
729	977	813
188	154	127
345	535	450
78	69	54
677	572	528
4	1	1
26	74	89
120	256	176
203	122	116
1	0	0
0	0	0
28	34	54
0	0	0
159	138	133
132	139	133
342	447	302
0	0	0
172	112	142
115	118	92
6	7	3
0	0	0
104	80	108
228	327	254
0	0	0
353	377	307
1037	935	792
15	12	26
0	0	0
140	140	131
251	429	368
1044	1103	787
0	0	0
239	311	258
0	1	2
314	292	259
0	0	0
250	215	151
0	0	0
0	0	0
8	1	1
50	44	33
83	64	76
1871	1966	1590
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
638	693	646
3	0	27
0	0	0
0	0	0
0	0	0
1258	1549	1568
6	6	5
73	51	57
50	56	35
10	11	13
0	0	0
0	0	0
0	0	0
194	247	194
0	0	0
8797	14831	13204
0	0	0
30	21	24
0	0	0
203	304	315
1011	794	750
461	328	277
15	9	13
491	890	788
165	158	128
171	137	125
218	299	177
0	0	0
183	177	147
0	0	0
48	28	20
950	972	818
171	292	195
81	68	63
0	0	0
326	278	205
1	2	0
70	50	41
291	233	204
2	5	2
846	823	687
443	354	312
431	654	663
1	1	0
585	1467	1177
123	111	130
74	127	57
70	71	69
1299	3231	2624
588	615	511
0	0	0
1850	2657	2381
1516	1092	969
1104	1851	1221
0	0	0
5	4	2
1578	1552	1396
319	318	290
