C61	C62
AT5G10910	150	98
AT5G10920	696	448
AT5G10930	614	515
AT5G10940	656	439
AT5G10946	3	4
AT5G10945	1	0
AT5G10950	519	358
AT5G10960	3512	3375
AT5G10965	136	86
AT5G10970	118	129
AT5G10980	3284	2550
AT5G10990	75	70
AT5G11000	1001	923
AT5G11010	207	165
AT5G11020	212	200
AT5G11030	320	192
AT5G11040	1111	840
AT5G11050	0	0
AT5G11060	41	38
AT5G11070	81	136
AT5G11080	2	1
AT5G01845	0	0
AT5G11090	2176	1792
AT5G11100	370	305
AT5G11110	1258	1394
AT5G11130	0	0
AT5G11140	3	0
AT5G11150	160	151
AT5G11160	148	60
AT5G11170	2516	1677
AT5G11180	37	37
AT5G01855	0	0
AT5G11190	0	3
AT5G11200	2023	1275
AT5G11210	27	27
AT5G01865	0	0
AT5G11220	0	0
AT5G11225	0	0
AT5G11230	752	650
AT5G11240	471	286
AT5G11250	84	84
AT5G11260	1063	638
AT5G11270	243	158
AT5G11280	767	637
AT5G11290	29	59
AT5G11300	78	43
AT5G11310	106	68
AT5G11320	0	0
AT5G11325	0	0
AT5G11330	255	207
AT5G11340	587	438
AT5G11350	352	271
AT5G11360	1	0
AT5G11370	0	0
AT5G11380	259	169
AT5G11390	526	404
AT5G11400	0	0
AT5G11410	0	0
AT5G11412	0	0
AT5G01875	0	0
AT5G11416	0	0
AT5G11420	221	260
AT5G11430	349	273
AT5G11425	0	0
AT5G11440	95	62
AT5G11450	149	135
AT5G11460	89	65
AT5G11470	55	31
AT5G11475	0	0
AT5G11480	240	171
AT5G11490	1557	1298
AT5G11500	3542	2438
AT5G11510	208	136
AT5G11520	1469	1381
AT5G11530	490	373
AT5G11540	284	275
AT5G11550	131	111
AT5G11560	5009	3961
AT5G11565	0	0
AT5G11570	77	51
AT5G11580	477	304
AT5G11590	14	21
AT5G11600	209	162
AT5G11610	7	16
AT5G11620	43	29
AT5G11630	139	109
AT5G11640	425	278
AT5G11650	607	702
AT5G11660	0	0
AT5G11670	6305	6477
AT5G11680	939	831
AT5G11690	200	119
AT5G11700	2391	2008
AT5G11710	1884	1503
AT5G11720	845	744
AT5G11730	280	266
AT5G11740	1979	1981
AT5G01885	0	0
AT5G11750	211	134
AT5G11760	396	282
AT5G11770	3552	3539
AT5G11780	39	29
AT5G11790	1079	1010
AT5G01915	0	0
AT5G11800	483	294
AT5G11810	558	457
AT5G11820	0	0
AT5G11830	0	0
AT5G11840	208	155
AT5G11850	1164	786
AT5G11860	357	393
AT5G11870	61	42
AT5G11880	1169	852
AT5G11890	663	495
AT5G11900	537	441
AT5G11910	241	156
AT5G11920	124	97
AT5G11930	28	33
AT5G11940	0	0
AT5G11950	332	200
AT5G11960	721	643
AT5G11970	981	850
AT5G11975	14	9
AT5G11977	0	0
AT5G11980	638	441
AT5G11990	31	40
AT5G12000	0	0
AT5G12010	558	605
AT5G12020	1675	1500
AT5G12030	1146	942
AT5G12040	555	449
AT5G12043	0	0
AT5G01925	0	0
AT5G12050	164	132
AT5G12060	0	0
AT5G12070	0	0
AT5G12080	641	379
AT5G12090	0	0
AT5G12100	209	169
AT5G12110	1042	883
AT5G12120	1190	978
AT5G12130	179	148
AT5G12140	2174	1860
AT5G12150	1263	1038
AT5G12170	392	297
AT5G12180	0	0
AT5G12190	454	308
AT5G12200	1501	1326
AT5G12210	991	774
AT5G12220	253	101
AT5G12230	430	304
AT5G12235	6	5
AT5G12236	0	0
AT5G12240	296	243
AT5G12250	3927	3114
AT5G12260	367	254
AT5G12270	9	11
AT5G12280	7	8
AT5G12290	578	434
AT5G12300	42	39
AT5G12310	549	470
AT5G12320	212	156
AT5G12330	285	125
AT5G12340	31	49
AT5G12350	772	640
AT5G12360	30	19
AT5G12370	1544	1083
AT5G01935	29	19
AT5G12380	0	0
AT5G12390	196	189
AT5G01945	0	0
AT5G12400	1346	947
AT5G12410	817	471
AT5G12420	2145	2301
AT5G12430	952	878
AT5G12440	277	223
AT5G12450	0	0
AT5G12460	0	0
AT5G12470	2135	1755
AT5G12480	1067	742
AT5G12840	394	292
AT5G12850	849	700
AT5G12860	1609	1704
AT5G12870	87	76
AT5G12880	184	182
AT5G12890	111	136
AT5G12900	307	327
AT5G12910	1	0
AT5G12920	43	26
AT5G12930	194	124
AT5G12940	1167	795
AT5G12950	464	368
AT5G12960	8	7
AT5G12970	358	358
AT5G12980	209	127
AT5G12990	0	0
AT5G13000	1822	1226
AT5G13010	2332	1856
AT5G13020	982	744
AT5G13030	1117	934
AT5G13050	289	190
AT5G13060	121	68
AT5G13070	416	412
AT5G13080	66	59
AT5G13090	401	345
AT5G13100	936	617
AT5G13110	1429	1295
AT5G13120	817	688
AT5G13130	0	0
AT5G13140	108	106
AT5G01955	0	0
AT5G13150	348	356
AT5G13160	611	506
AT5G13170	9	21
AT5G01965	0	0
AT5G13180	2352	2200
AT5G13181	0	0
AT5G01975	0	0
AT5G01985	0	0
AT5G01995	0	0
AT5G02015	0	0
AT5G13190	442	354
AT5G13200	156	153
AT5G13210	36	51
AT5G02045	0	0
AT5G13220	16	7
AT5G02055	0	0
AT5G13225	0	0
AT5G13230	13	9
AT5G13240	576	436
AT5G13250	87	95
AT5G02075	0	0
AT5G13260	722	516
AT5G13270	57	42
AT5G13280	793	501
AT5G13290	121	84
AT5G13295	0	0
AT5G13300	943	705
AT5G13310	190	155
AT5G02085	0	0
AT5G13320	0	0
AT5G13330	196	173
AT5G13340	168	128
AT5G13350	0	0
AT5G13360	388	280
AT5G13370	25	74
AT5G13380	0	0
AT5G13390	1215	1045
AT5G13400	39	90
AT5G13410	34	42
AT5G13420	5363	4685
AT5G13430	2139	1749
AT5G13440	2391	2229
AT5G13450	5150	4167
AT5G13460	382	222
AT5G13470	124	74
AT5G13480	329	207
AT5G13490	668	509
AT5G13500	867	708
AT5G02095	4	2
AT5G13510	237	390
AT5G13520	737	510
AT5G13530	1189	897
AT5G13550	871	765
AT5G13560	1187	914
AT5G13565	108	81
AT5G13570	339	230
AT5G13580	2393	3107
AT5G13590	986	805
AT5G13600	0	0
AT5G13610	157	125
AT5G13620	0	0
AT5G13630	1839	5357
AT5G13640	1048	1121
AT5G13650	848	1426
AT5G13660	100	90
AT5G13670	2	1
AT5G13680	618	434
AT5G13690	301	223
AT5G13700	36	11
AT5G13710	3013	1992
AT5G13720	28	65
AT5G13730	0	15
AT5G13740	347	221
AT5G13750	570	444
AT5G13760	317	227
AT5G13770	133	330
AT5G13780	1490	1097
AT5G13790	71	28
AT5G13800	430	450
AT5G13810	1112	1257
AT5G13820	353	232
AT5G13825	0	0
AT5G13830	27	6
AT5G13840	410	138
AT5G02105	0	0
AT5G13845	0	0
AT5G13850	2077	1393
AT5G02115	6	3
AT5G13860	215	217
AT5G13870	854	523
AT5G13880	11	18
AT5G13890	356	306
AT5G13887	1	1
AT5G13900	549	635
AT5G13910	204	139
AT5G13920	15	17
AT5G13930	16640	17340
AT5G13940	0	0
AT5G02125	1	2
AT5G13950	576	506
AT5G13960	224	145
AT5G13970	251	206
AT5G13980	2020	1359
AT5G13990	430	456
AT5G14000	513	396
AT5G02135	0	0
AT5G14010	0	0
AT5G14020	241	136
AT5G14030	3507	2545
AT5G14035	0	0
AT5G14040	6783	5132
AT5G14050	691	474
AT5G14060	934	745
AT5G02145	0	0
AT5G14070	13	27
AT5G14080	215	151
AT5G14090	6	14
AT5G14100	48	26
AT5G14105	196	158
AT5G14110	3	11
AT5G14120	1137	1282
AT5G02155	2	5
AT5G14130	484	532
AT5G14140	93	77
AT5G14150	240	210
AT5G14160	0	0
AT5G14170	771	588
AT5G14180	41	21
AT5G14200	5292	3920
AT5G14210	415	236
AT5G14220	284	218
AT5G02175	0	0
AT5G02185	2	0
AT5G14230	248	248
AT5G02195	4	3
AT5G14240	1081	763
AT5G14250	608	413
AT5G14260	587	541
AT5G14270	706	531
AT5G14275	0	0
AT5G14280	15	8
AT5G14285	148	106
AT5G02205	0	0
AT5G14290	0	0
AT5G14300	0	0
AT5G14310	529	507
AT5G14320	227	413
AT5G14330	2419	2608
AT5G02215	0	0
AT5G14340	165	137
AT5G14345	2	1
AT5G14350	17	23
AT5G14360	30	37
AT5G14370	113	88
AT5G14380	5	6
AT5G14390	781	597
AT5G14400	2	0
AT5G14410	15	26
AT5G14420	454	369
AT5G14430	1631	1275
AT5G14440	465	305
AT5G02225	1	1
AT5G14450	111	76
AT5G14460	196	145
AT5G14470	7	20
AT5G14480	107	92
AT5G14490	0	0
AT5G14495	0	0
AT5G14500	300	234
AT5G14510	38	28
AT5G14515	9	5
AT5G14520	1893	1094
AT5G14530	128	102
AT5G14540	1565	1548
AT5G02245	0	0
AT5G02255	0	0
AT5G14550	229	168
AT5G14545	8	6
AT5G14560	0	0
AT5G14565	2	1
AT5G14570	20	28
AT5G14580	321	164
AT5G14590	827	557
AT5G14600	164	97
AT5G14602	0	0
AT5G14610	208	147
AT5G14620	304	164
AT5G14640	1369	1048
AT5G02265	0	0
AT5G02275	0	0
AT5G14650	15	25
AT5G14660	59	71
AT5G14670	0	0
AT5G14680	341	272
AT5G14690	322	219
AT5G14700	123	94
AT5G14710	170	114
AT5G14720	1493	1147
AT5G14730	100	121
AT5G14740	15	2913
AT5G14750	160	92
AT5G14760	265	441
AT5G14770	147	71
AT5G14780	332	325
AT5G14790	478	401
AT5G14800	1898	1193
AT5G14820	8	6
AT5G14850	182	114
AT5G14860	0	0
AT5G14870	20	5
AT5G14880	1676	1583
AT5G14890	61	54
AT5G14895	7	8
AT5G14900	0	0
AT5G14910	118	170
AT5G14920	304	183
AT5G14930	141	129
AT5G14940	221	153
AT5G14950	980	855
AT5G14960	34	19
AT5G14970	218	274
AT5G14980	0	5
AT5G14990	0	0
AT5G14995	0	0
AT5G15000	0	0
AT5G15008	0	1
AT5G15010	55	50
AT5G15020	1299	1058
AT5G15022	0	0
AT5G02295	0	0
AT5G02305	0	0
AT5G02315	0	0
AT5G02325	0	0
AT5G15025	80	68
AT5G15030	0	0
AT5G15040	0	0
AT5G15050	220	176
AT5G15060	0	0
AT5G15070	258	129
AT5G15080	471	314
AT5G15090	3898	3052
AT5G15100	0	0
AT5G15110	0	0
AT5G15120	820	470
AT5G15130	358	340
AT5G15140	0	0
AT5G15150	413	265
AT5G02335	0	0
AT5G15160	21	17
AT5G15170	246	159
AT5G15175	0	0
AT5G15180	1228	993
AT5G15190	51	29
AT5G15200	10265	6923
AT5G15210	61	73
AT5G15220	350	187
AT5G02345	0	0
AT5G15230	4415	2653
AT5G15240	20	17
AT5G15250	2	1
AT5G15260	271	211
AT5G15265	143	110
AT5G15270	656	399
AT5G15280	202	127
AT5G15290	294	297
AT5G15300	9	16
AT5G02355	0	0
AT5G02365	0	0
AT5G02375	0	0
AT5G02395	0	0
AT5G15310	0	23
AT5G15320	1088	818
AT5G15330	195	159
AT5G15340	15	8
AT5G15350	2342	1795
AT5G15360	6	6
AT5G02405	0	0
AT5G15380	0	1
AT5G15390	120	67
AT5G15400	1111	914
AT5G15410	141	268
AT5G15420	0	0
AT5G15430	1	1
AT5G15440	345	274
AT5G02415	0	0
AT5G15450	790	1171
AT5G15460	176	139
AT5G15470	877	708
AT5G15480	0	0
AT5G15490	2425	2188
AT5G15500	0	0
AT5G15510	180	88
AT5G15520	450	280
AT5G15530	1448	1081
AT5G15533	0	0
AT5G15537	32	28
AT5G02425	0	0
AT5G15540	809	567
AT5G15550	680	375
AT5G15560	0	0
AT5G15570	201	172
AT5G15580	906	554
AT5G15581	8	2
AT5G15600	545	455
AT5G15610	1159	671
AT5G15620	2	2
AT5G15630	250	300
AT5G15640	377	340
AT5G15650	7376	5665
AT5G15660	0	0
AT5G15670	0	0
AT5G15680	1442	1215
AT5G15685	0	0
AT5G15690	0	0
AT5G15700	220	116
AT5G15710	158	145
AT5G15720	2	3
AT5G15725	19	24
AT5G15730	577	419
AT5G15740	902	801
AT5G15745	0	1
AT5G15750	406	259
AT5G15760	26	17
AT5G15770	105	95
AT5G15780	1	95
AT5G15790	289	262
AT5G02445	0	0
AT5G15800	0	2
AT5G02455	0	0
AT5G15802	66	37
AT5G15805	0	0
AT5G15810	856	531
AT5G15815	0	0
AT5G15820	79	78
AT5G15830	319	346
AT5G02465	0	0
AT5G15833	0	0
AT5G15840	7	5
AT5G15843	3	1
AT5G15845	39	18
AT5G15850	8	87
AT5G15853	0	0
AT5G15860	744	628
AT5G15870	659	754
AT5G15880	491	344
AT5G15890	297	258
AT5G15900	140	121
AT5G15910	766	623
AT5G15920	386	275
AT5G15930	249	171
AT5G15940	46	32
AT5G15950	1293	961
AT5G15960	399	326
AT5G15970	1728	1650
AT5G15980	639	459
AT5G02485	2	1
AT5G16000	523	408
AT5G16010	393	457
AT5G16020	0	0
AT5G16023	1	0
AT5G02495	0	0
AT5G16030	14	87
AT5G02515	0	2
AT5G16040	231	113
AT5G16050	2376	1763
AT5G16060	231	162
AT5G16070	1596	971
AT5G16080	1	6
AT5G16090	1	0
AT5G16100	0	0
AT5G16110	2566	2207
AT5G16120	384	286
AT5G16130	5337	3384
AT5G16140	30	23
AT5G16150	1230	1104
AT5G16160	41	37
AT5G16170	73	67
AT5G16180	132	109
AT5G16190	94	42
AT5G16200	96	66
AT5G16210	1227	810
AT5G16220	404	402
AT5G16230	101	78
AT5G16235	4	2
AT5G16240	132	151
AT5G16250	660	516
AT5G16260	531	418
AT5G16270	1034	813
AT5G16280	1085	772
AT5G16285	0	0
AT5G16290	403	247
AT5G16300	1222	956
AT5G16310	135	116
AT5G02525	0	0
AT5G16320	85	70
AT5G16330	2	2
AT5G16340	23	21
AT5G16350	0	2
AT5G16360	252	265
AT5G16370	627	649
AT5G16375	0	0
AT5G16380	118	129
AT5G16390	1168	933
AT5G16400	92	190
AT5G16410	26	32
AT5G16420	36	30
AT5G16430	0	0
AT5G16440	817	616
AT5G16450	379	330
AT5G02535	0	0
AT5G16453	0	0
AT5G16460	0	1
AT5G16470	1958	1631
AT5G16480	179	156
AT5G16486	8	5
AT5G16490	67	54
AT5G16500	0	1
AT5G16510	1003	869
AT5G16520	331	252
AT5G16530	65	52
AT5G16540	147	174
AT5G16550	666	538
AT5G16560	179	125
AT5G02555	0	0
AT5G16570	124	137
AT5G16580	0	0
AT5G16590	1884	1469
AT5G16600	302	277
AT5G16610	274	176
AT5G02565	34	16
AT5G02575	30	11
AT5G16620	523	394
AT5G16630	274	238
AT5G16640	38	15
AT5G16650	199	193
AT5G16660	440	423
AT5G16680	1156	1058
AT5G16690	108	41
AT5G16700	1	0
AT5G16710	332	373
AT5G16715	148	163
AT5G16720	546	409
AT5G16730	2723	2249
AT5G16740	0	0
AT5G16750	801	375
AT5G16760	1057	860
AT5G16770	176	215
AT5G16780	1316	853
AT5G16790	18	20
AT5G16800	416	360
AT5G16810	54	41
AT5G16820	224	182
AT5G16830	744	729
AT5G02595	0	0
AT5G16840	982	837
AT5G02605	1	0
AT5G16850	22	9
AT5G16860	32	41
AT5G16870	173	118
AT5G16880	2462	2048
AT5G16890	208	141
AT5G16900	143	160
AT5G16910	1960	1910
AT5G16920	3	2
AT5G16930	238	115
AT5G16940	90	67
AT5G16950	114	61
AT5G02635	0	0
AT5G16960	0	0
AT5G16970	51	112
AT5G16980	2	3
AT5G16990	53	56
AT5G17000	680	709
AT5G17010	908	769
AT5G17020	1973	1596
AT5G17030	0	2
AT5G17040	233	143
AT5G17050	1369	1166
AT5G17060	311	233
AT5G17070	266	165
AT5G17080	0	0
AT5G17090	0	0
AT5G17100	0	0
AT5G17110	0	0
AT5G17120	0	0
AT5G17130	0	0
AT5G17140	0	0
AT5G17150	4	3
AT5G17160	656	350
AT5G17165	20	7
AT5G17167	0	0
AT5G17170	22	294
AT5G17180	0	0
AT5G17190	1160	968
AT5G17200	0	0
AT5G17210	182	150
AT5G17220	6	3
AT5G17230	731	955
AT5G17240	128	78
AT5G17250	238	170
AT5G02645	0	0
AT5G02655	0	0
AT5G02665	0	0
AT5G02675	0	0
AT5G17260	33	18
AT5G02685	0	0
AT5G17270	333	180
AT5G17290	335	235
AT5G17280	341	303
AT5G17300	257	289
AT5G17305	0	0
AT5G17310	701	568
AT5G17320	0	0
AT5G17330	11673	11162
AT5G17340	8	4
AT5G17345	0	1
AT5G17350	53	121
AT5G17360	68	46
AT5G02695	0	0
AT5G17370	66	74
AT5G17380	2455	2372
AT5G17390	218	170
AT5G17400	290	195
AT5G17410	359	270
AT5G02705	0	0
AT5G17420	933	880
AT5G02715	0	0
AT5G17430	92	41
AT5G17440	441	238
AT5G02735	0	0
AT5G17450	57	42
AT5G17460	357	429
AT5G17470	0	0
AT5G17480	0	0
AT5G17490	101	77
AT5G17500	0	0
AT5G17510	349	251
AT5G17520	65	55
AT5G17522	0	0
AT5G17523	0	0
AT5G17530	675	495
AT5G17540	0	1
AT5G17550	274	209
AT5G17560	345	323
AT5G17570	59	33
AT5G02745	0	0
AT5G17580	36	23
AT5G17590	47	60
AT5G17600	164	200
AT5G17610	313	301
AT5G17620	247	166
AT5G17630	751	546
AT5G02755	0	2
AT5G17640	667	646
AT5G17650	154	163
AT5G17660	50	54
AT5G17670	68	85
AT5G17680	48	34
AT5G17690	379	261
AT5G17700	7	20
AT5G02765	0	0
AT5G17710	578	439
AT5G17720	0	0
AT5G17730	0	0
AT5G17740	0	0
AT5G17750	0	0
AT5G17760	313	185
AT5G17770	3745	2881
AT5G17780	65	50
AT5G17790	249	213
AT5G02775	0	0
AT5G02785	0	0
AT5G17800	158	133
AT5G17810	13	15
AT5G17820	6251	6758
AT5G02795	0	0
AT5G17830	0	0
AT5G17840	240	179
AT5G17847	0	0
AT5G17850	40	52
AT5G17860	4	3
AT5G17870	238	370
AT5G17880	342	274
AT5G02805	0	0
AT5G17890	786	561
AT5G17900	645	481
AT5G17910	1708	1489
AT5G17920	42027	34989
AT5G17930	460	288
AT5G17950	0	0
AT5G17960	19	13
AT5G17970	0	0
AT5G02825	0	0
AT5G17980	116	94
AT5G17990	352	271
AT5G18000	0	0
AT5G18005	0	0
AT5G18010	0	2
AT5G02835	0	0
AT5G02855	0	0
AT5G18015	0	0
AT5G18020	0	5
AT5G02865	0	0
AT5G18030	0	2
AT5G18037	0	1
AT5G18040	122	81
AT5G18050	0	0
AT5G18060	0	2
AT5G18065	67	47
AT5G18070	296	251
AT5G18080	0	4
AT5G18085	0	0
AT5G18090	10	7
AT5G18100	267	164
AT5G02875	0	0
AT5G18110	1213	877
AT5G18120	538	509
AT5G18130	811	699
AT5G18140	177	153
AT5G18150	416	349
AT5G18160	0	0
AT5G18170	1543	1055
AT5G18180	20	8
AT5G18190	1286	1041
AT5G18200	376	288
AT5G18210	105	72
AT5G18220	3	6
AT5G18230	1750	1364
AT5G18245	109	71
AT5G18240	37	30
AT5G18250	153	62
AT5G18255	316	197
AT5G18260	181	159
AT5G18270	410	482
AT5G18280	811	621
AT5G18290	93	89
AT5G02885	0	1
AT5G18300	15	10
AT5G18310	801	722
AT5G18320	7	11
AT5G18330	1	1
AT5G18340	41	32
AT5G18350	51	69
AT5G18360	123	102
AT5G18370	252	226
AT5G18380	9324	6554
AT5G18390	136	95
AT5G18400	426	295
AT5G18403	0	0
AT5G18404	0	2
AT5G18407	0	2
AT5G18410	934	652
AT5G18420	541	433
AT5G18430	0	2
AT5G18440	147	105
AT5G18450	0	0
AT5G18460	189	151
AT5G18470	70	98
AT5G02895	10	29
AT5G18475	52	36
AT5G18480	1047	834
AT5G18490	398	450
AT5G18500	1072	858
AT5G18510	0	2
AT5G18520	1994	1851
AT5G18525	640	421
AT5G18540	82	47
AT5G18550	131	99
AT5G18560	58	52
AT5G18570	127	101
AT5G18580	1031	795
AT5G02905	1	0
AT5G02915	3	3
AT5G18590	243	153
AT5G18600	0	7
AT5G18610	672	515
AT5G18620	1124	656
AT5G18630	758	800
AT5G18636	4	1
AT5G18640	535	439
AT5G18650	1163	991
AT5G18660	62	106
AT5G18661	56	75
AT5G18670	625	1447
AT5G18680	995	738
AT5G18690	275	188
AT5G18700	346	208
AT5G18705	0	0
AT5G18710	9	1
AT5G18720	0	1
AT5G18730	15	8
AT5G18735	0	0
AT5G18740	14	6
AT5G18748	0	0
AT5G18750	178	111
AT5G18755	0	0
AT5G18760	146	126
AT5G18770	85	49
AT5G18780	247	221
AT5G18790	246	147
AT5G18800	1209	985
AT5G18810	30	24
AT5G18820	77	37
AT5G18830	1178	947
AT5G18840	79	61
AT5G18850	254	233
AT5G18860	2300	2000
AT5G18870	0	2
AT5G18880	0	0
AT5G18890	0	0
AT5G18900	900	773
AT5G18910	72	60
AT5G18920	65	42
AT5G18930	77	56
AT5G18933	1	0
AT5G02925	0	0
AT5G18937	0	1
AT5G02935	0	0
AT5G18940	413	365
AT5G18950	143	121
AT5G18960	578	457
AT5G18970	290	227
AT5G18980	783	849
AT5G18990	0	0
AT5G19000	684	594
AT5G19010	870	701
AT5G19020	101	47
AT5G19025	71	54
AT5G19030	105	58
AT5G19040	224	219
AT5G19050	628	596
AT5G19060	33	25
AT5G19070	151	121
AT5G19080	264	231
AT5G19090	670	559
AT5G02945	0	0
AT5G02955	0	0
AT5G02965	0	0
AT5G02975	0	0
AT5G02985	0	0
AT5G03005	0	0
AT5G19095	0	0
AT5G19100	145	100
AT5G03015	0	0
AT5G19110	158	83
AT5G19120	739	642
AT5G19130	520	354
AT5G19140	820	860
AT5G19150	352	179
AT5G19151	49	29
AT5G19160	55	37
AT5G03025	0	0
AT5G19170	0	2
AT5G19172	0	0
AT5G19175	0	0
AT5G03035	0	0
AT5G03045	0	0
AT5G19180	680	542
AT5G19190	194	287
AT5G19200	204	126
AT5G19210	47	25
AT5G19220	96	241
AT5G19221	30	21
AT5G19230	977	933
AT5G19240	1026	1051
AT5G19250	864	748
AT5G19260	232	210
AT5G03055	0	0
AT5G03065	0	0
AT5G19270	0	0
AT5G19280	435	340
AT5G19290	810	725
AT5G19300	298	126
AT5G19310	214	134
AT5G19315	0	0
AT5G19320	406	311
AT5G19330	1765	1345
AT5G19340	471	314
AT5G03075	0	0
AT5G19350	661	422
AT5G19360	0	1
AT5G19370	242	233
AT5G19380	181	118
AT5G19390	1098	942
AT5G19400	1994	1725
AT5G19410	460	601
AT5G19420	385	308
AT5G19430	183	140
AT5G19440	1177	1017
AT5G19450	1074	717
AT5G19460	101	82
AT5G19470	0	0
AT5G19473	0	0
AT5G19480	304	200
AT5G19485	394	287
AT5G19490	21	26
AT5G19500	27	48
AT5G19510	7050	4593
AT5G19520	1650	915
AT5G19530	779	757
AT5G19540	240	229
AT5G19550	4180	2518
AT5G19560	168	149
AT5G19570	117	116
AT5G19580	0	1
AT5G19590	1682	1533
AT5G19595	0	0
AT5G19600	937	581
AT5G19610	0	0
AT5G19620	247	175
AT5G19630	208	193
AT5G19633	0	0
AT5G19640	0	0
AT5G19650	16	10
AT5G19660	571	403
AT5G19670	136	113
AT5G19675	0	0
AT5G19680	600	464
AT5G19690	2926	1985
AT5G19700	0	0
AT5G03085	0	0
AT5G19710	0	0
AT5G19720	1	0
AT5G03095	0	0
AT5G03105	0	0
AT5G19730	546	379
AT5G19740	820	511
AT5G19750	461	351
AT5G19760	4829	3639
AT5G19770	4119	3405
AT5G19780	4205	3198
AT5G19790	389	477
AT5G19800	239	252
AT5G19810	34	37
AT5G19820	2697	2195
AT5G19830	60	55
AT5G19840	95	43
AT5G19850	128	122
AT5G19855	120	203
AT5G19860	2213	2144
AT5G19870	62	98
AT5G19875	692	614
AT5G19880	1	0
AT5G19890	227	184
AT5G19900	951	746
AT5G19910	181	119
AT5G19920	137	130
AT5G19930	547	509
AT5G19940	423	665
AT5G19950	199	148
AT5G19960	272	199
AT5G19970	976	898
AT5G19980	715	623
AT5G19990	1741	1296
AT5G20000	1222	1146
AT5G20010	3428	2822
AT5G20020	3944	2769
AT5G20030	28	43
AT5G20040	217	133
AT5G20045	35	36
AT5G20050	572	606
AT5G20060	814	618
AT5G20070	1106	806
AT5G20080	1842	1428
AT5G20090	1449	1314
AT5G20100	0	0
AT5G20110	181	138
AT5G20120	244	235
AT5G20130	187	145
AT5G20140	54	71
AT5G20150	187	127
AT5G20160	1207	790
AT5G20165	418	338
AT5G20170	237	188
AT5G20180	344	269
AT5G20190	544	461
AT5G20200	700	508
AT5G20220	80	106
AT5G20225	0	0
AT5G20230	25	49
AT5G03115	0	0
AT5G20240	58	28
AT5G20250	1844	1706
AT5G20260	4	0
AT5G20270	479	605
AT5G20280	1308	1332
AT5G20290	14358	9302
AT5G20300	502	488
AT5G20310	0	0
AT5G20320	485	359
AT5G20330	0	0
AT5G20340	1	0
AT5G20350	1321	1017
AT5G20360	468	389
AT5G20370	0	0
AT5G20380	204	164
AT5G20390	0	0
AT5G20400	521	459
AT5G20410	76	68
AT5G20420	11	10
AT5G20430	0	2
AT5G20440	0	0
AT5G20447	0	0
AT5G20450	68	45
AT5G20460	0	0
AT5G20470	54	44
AT5G03125	0	0
AT5G03135	0	0
AT5G20480	76	42
AT5G03145	0	0
AT5G20490	4005	3837
AT5G03155	0	0
AT5G20500	1421	1130
AT5G03165	2	1
AT5G20510	119	102
AT5G03175	0	0
AT5G20520	1030	756
AT5G20540	256	237
AT5G20550	252	204
AT5G20560	0	0
AT5G20570	877	717
AT5G20580	151	132
AT5G20590	427	287
AT5G20600	649	484
AT5G20610	965	807
AT5G20620	1177	949
AT5G20630	0	90
AT5G20635	69	56
AT5G20640	24	19
AT5G20650	1894	1723
AT5G03185	6	9
AT5G20660	1533	1209
AT5G20670	6	6
AT5G20680	756	551
AT5G20690	2	5
AT5G20700	9159	8213
AT5G20710	1	1
AT5G20720	2570	1870
AT5G03195	3	1
AT5G20730	1304	1235
AT5G03205	0	0
AT5G20740	0	7
AT5G20790	130	151
AT5G20810	20	10
AT5G03215	0	0
AT5G20820	88	63
AT5G20830	2470	1404
AT5G03225	0	0
AT5G20840	1000	888
AT5G20850	46	31
AT5G20852	0	0
AT5G20854	0	0
AT5G20856	0	0
AT5G20858	0	0
AT5G20860	124	128
AT5G20870	52	43
AT5G20885	777	690
AT5G20890	4043	2598
AT5G20900	849	772
AT5G03235	4	1
AT5G20910	390	370
AT5G03245	0	0
AT5G20920	1447	1054
AT5G20930	340	238
AT5G20935	1	15
AT5G20940	5	1
AT5G03255	45	25
AT5G20950	2364	1618
AT5G20960	5750	4574
AT5G03265	0	0
AT5G20980	175	102
AT5G20970	216	195
AT5G20990	980	787
AT5G20995	0	0
AT5G03275	0	0
AT5G21010	296	280
AT5G21020	2393	1918
AT5G21030	6	5
AT5G21040	496	391
AT5G21050	46	39
AT5G21060	388	250
AT5G21070	288	250
AT5G21080	85	65
AT5G03295	0	0
AT5G21090	3993	3508
AT5G21100	57	161
AT5G03305	0	0
AT5G21105	1155	1048
AT5G21120	27	39
AT5G21125	0	0
AT5G21130	44	55
AT5G21140	34	25
AT5G21150	0	1
AT5G21160	1464	975
AT5G21170	734	646
AT5G21222	79	158
AT5G21274	1458	1105
AT5G21326	676	649
AT5G21378	0	0
AT5G21430	0	102
AT5G21482	25	41
AT5G21900	71	69
AT5G21910	5	6
AT5G21920	147	203
AT5G03315	0	0
AT5G21930	185	181
AT5G21940	990	1152
AT5G21950	204	142
AT5G21960	0	0
AT5G21970	106	94
AT5G21280	412	332
AT5G03325	0	0
AT5G03335	0	0
AT5G21990	1042	872
AT5G22000	1559	1460
AT5G22010	508	365
AT5G22020	1771	1362
AT5G22030	766	638
AT5G22040	202	150
AT5G22050	339	269
AT5G22060	2207	1694
AT5G22070	495	361
AT5G03375	3	1
AT5G22080	828	589
AT5G22090	1854	1655
AT5G03385	0	0
AT5G22100	290	134
AT5G22110	97	66
AT5G22120	340	229
AT5G22130	171	136
AT5G22140	435	362
AT5G22145	1	2
